Date,Review,Review_Topic,Review_Entity,Topics,Names,Representation,Representative_Docs,Positive,Neutral,Negative,Highest Score,Sentiment,Token Predictions Corrected
29 de agosto de 2023,"O local é bem bonito, bom atendimento, mas achei pouca variedade no rodízio. Restringindo alguns pratos. O sabor poderia ser melhor tb. Apresar de ser comida mexicana quase não tem pimenta.",local atendimento variedade prato comida,"O local e bem bonito, bom atendimento, mas achei pouca variedade no rodizio. Restringindo alguns pratos. O sabor poderia ser melhor tb. Apresar de ser comida mexicana quase nao tem pimenta.",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.8418301939964294,0.11038647592067719,0.047783322632312775,0.8418301939964294,Positive,"[('mexicana', 'I-MISC')]"
26 de agosto de 2023,"Lugar super divertido,comida boa, garçons espetaculares e mariates sem palavras . Voltarei 1000 vezes",lugar comida garcons palavra vez,"Lugar super divertido,comida boa, garcons espetaculares e mariates sem palavras . Voltarei 1000 vezes",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.8851743340492249,0.08467432111501694,0.030151396989822388,0.8851743340492249,Positive,[]
20 de agosto de 2023,Seria legal ter Taco recheado e opções com camarão e não vem.os.pedidos feitos e só os que vem a mesa.,taco opcao pedido mesa,Seria legal ter Taco recheado e opcoes com camarao e nao vem.os.pedidos feitos e so os que vem a mesa.,1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.15086796879768372,0.3833911120891571,0.4657409191131592,0.4657409191131592,Negative,[]
12 de agosto de 2023,"ambiente super divertido e comida deliciosa 
todo mundo super gente boa e tive uma experiência leve",ambiente comida mundo gente experiencia,"ambiente super divertido e comida deliciosa 
todo mundo super gente boa e tive uma experiencia leve",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9652219414710999,0.018500616773962975,0.01627744361758232,0.9652219414710999,Positive,[]
4 de agosto de 2023,"Local sempre mt agradável e com comida incrível. Ademais, funcionários maravilhosos e super educados.",local comida funcionario super,"Local sempre mt agradavel e com comida incrivel. Ademais, funcionarios maravilhosos e super educados.",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.781490683555603,0.06170345097780228,0.15680578351020813,0.781490683555603,Positive,[]
18 de julho de 2023,"Ótimo lugar, atendimento excelente
Os garçons João e Sérgio foram excepcionais.
Recomendo demais a comida.",lugar atendimento garcons comida,"Otimo lugar, atendimento excelente
Os garcons Joao e Sergio foram excepcionais.
Recomendo demais a comida.",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9494041204452515,0.024359121918678284,0.02623678371310234,0.9494041204452515,Positive,"[('Joao', 'I-PER'), ('Sergio', 'I-PER')]"
18 de julho de 2023,"Acolhedor, comida gostosa e boa apresentação.
A luz é agradável, o banheiro limpo e sempre limpam as mesas.",comida apresentacao banheiro mesa,"Acolhedor, comida gostosa e boa apresentacao.
A luz e agradavel, o banheiro limpo e sempre limpam as mesas.",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9106374979019165,0.041826121509075165,0.04753634333610535,0.9106374979019165,Positive,[]
10 de julho de 2023,"Lugar agradável, comida boa e atendimento excelente. Gerência muito competente, rodízio com excelente opções",lugar comida atendimento gerencia rodizio opcao,"Lugar agradavel, comida boa e atendimento excelente. Gerencia muito competente, rodizio com excelente opcoes",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9835026860237122,0.012310207821428776,0.004187053069472313,0.9835026860237122,Positive,[]
1 de julho de 2023,"Ambiente super legal, temático sem ser o over, atendentes maravilhosos, comida excelente, pedidos chegam super rápido na mesa, enfim foi uma experiência muito positiva!",ambiente atendente comida pedido mesa experiencia,"Ambiente super legal, tematico sem ser o over, atendentes maravilhosos, comida excelente, pedidos chegam super rapido na mesa, enfim foi uma experiencia muito positiva!",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9746905565261841,0.01639055460691452,0.008918968960642815,0.9746905565261841,Positive,[]
1 de julho de 2023,O ambiente é muito bom e o rodizio é farto. As comidas tem otimo sabor mas a carne ao pastor deseja e nao lembra os sabores mexicanos.,ambiente rodizio comida sabor carne pastor sabor,O ambiente e muito bom e o rodizio e farto. As comidas tem otimo sabor mas a carne ao pastor deseja e nao lembra os sabores mexicanos.,1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.5878007411956787,0.048645175993442535,0.36355412006378174,0.5878007411956787,Positive,"[('mexicano', 'I-MISC')]"
29 de junho de 2023,"Ótima comida , atendimento rápido ! Espaço confortável . Cozinha espetacular . Vale a pena conhecer !",comida atendimento espaco cozinha pena,"Otima comida , atendimento rapido ! Espaco confortavel . Cozinha espetacular . Vale a pena conhecer !",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.943658709526062,0.01952923648059368,0.036812081933021545,0.943658709526062,Positive,[]
23 de junho de 2023,"Estava tudo otimo, mas a simpatia da Maria foi incrível... super atenciosa e de muita simpatia. Alem da comida muito bem feita, pois morei em Houston no Texas e a cozinha da Olegario nao deixou a desejar",simpatia super simpatia comida cozinha,"Estava tudo otimo, mas a simpatia da Maria foi incrivel... super atenciosa e de muita simpatia. Alem da comida muito bem feita, pois morei em Houston no Texas e a cozinha da Olegario nao deixou a desejar",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.6013736724853516,0.07699435949325562,0.32163205742836,0.6013736724853516,Positive,"[('Maria', 'I-PER'), ('Houston', 'I-LOC'), ('Texas', 'I-LOC'), ('Olegario', 'I-PER')]"
19 de junho de 2023,Garçom Matheus muito atencioso e bem disposto pra atender. Comida boa e bom ambiente. Vou indicar pra amigos,garcom comida ambiente amigo,Garcom Matheus muito atencioso e bem disposto pra atender. Comida boa e bom ambiente. Vou indicar pra amigos,1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.8506256937980652,0.05356568843126297,0.09580862522125244,0.8506256937980652,Positive,"[('Matheus', 'I-PER')]"
15 de junho de 2023,"Espetacular!! Divertido e comida boa.

Los Mariachis mandam muito! Só sonzeira!

Atendimento cortes e prestativo!! Recomendo muito!",comida lo atendimento,"Espetacular!! Divertido e comida boa.

Los Mariachis mandam muito! So sonzeira!

Atendimento cortes e prestativo!! Recomendo muito!",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9581167101860046,0.015909647569060326,0.025973621755838394,0.9581167101860046,Positive,"[('Los', 'I-ORG'), ('Mariachis', 'I-ORG')]"
12 de junho de 2023,"Esse lugar é para todos os momentos. Tudo é maravilhoso, da comida ao atendimento. E is músicos day maravilhosos!",lugar momento comida atendimento day,"Esse lugar e para todos os momentos. Tudo e maravilhoso, da comida ao atendimento. E is musicos day maravilhosos!",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9726406335830688,0.015418979339301586,0.011940395459532738,0.9726406335830688,Positive,[]
17 de maio de 2023,"Lugar ótimo, comida deliciosa, decoração linda e atendimento impecável! Drink Mojito e chilaquiles de camarão sensacional!",lugar comida decoracao atendimento drink mojito,"Lugar otimo, comida deliciosa, decoracao linda e atendimento impecavel! Drink Mojito e chilaquiles de camarao sensacional!",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9253093004226685,0.02999121882021427,0.04469947889447212,0.9253093004226685,Positive,"[('Mojito', 'I-MISC')]"
29 de abril de 2023,"Local muito bonito, com ótimo atendimento e comidas saborosas.. Matheus e Lucia muito simpaticos no atendimento",local atendimento comida atendimento,"Local muito bonito, com otimo atendimento e comidas saborosas.. Matheus e Lucia muito simpaticos no atendimento",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9784598350524902,0.015274611301720142,0.006265577394515276,0.9784598350524902,Positive,"[('Matheus', 'I-PER'), ('Lucia', 'I-PER')]"
19 de abril de 2023,"Atendimento excelente, comida muito saborosa e os pedidos chegaram rapidamente! Além de um cardápio com diversas opções boas!",atendimento comida pedido cardapio opcao,"Atendimento excelente, comida muito saborosa e os pedidos chegaram rapidamente! Alem de um cardapio com diversas opcoes boas!",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9910983443260193,0.005960741546005011,0.002940925769507885,0.9910983443260193,Positive,[]
18 de abril de 2023,"Excelente ambiente, divertido, boa gastronomia, musica e bebida boa! Atendimento excepcional! Amei comemorar meu aniver!",ambiente gastronomia atendimento,"Excelente ambiente, divertido, boa gastronomia, musica e bebida boa! Atendimento excepcional! Amei comemorar meu aniver!",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9913851022720337,0.005023546051234007,0.00359131908044219,0.9913851022720337,Positive,[]
16 de abril de 2023,Ambiente divertido e muito bem decorado. Comidas deliciosas. Atendimento eficaz e rapido. Garçons muito educados e solícitos.,ambiente comida atendimento garcons,Ambiente divertido e muito bem decorado. Comidas deliciosas. Atendimento eficaz e rapido. Garcons muito educados e solicitos.,1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9828565716743469,0.010009359568357468,0.007134153973311186,0.9828565716743469,Positive,[]
10 de abril de 2023,"Não tive uma boa experiência.
Atendimento deixou a desejar, tivemos que pedir 3x um determinado prato.
Rodízio sempre servindo os mesmos pratos.
Não fomos avisados que possuíam um mesa onde também podíamos nos servir, nos demos conta porque a mesa ao lado se serviu do...Mais",experiencia atendimento prato prato mesa conta mesa lado,"Nao tive uma boa experiencia.
Atendimento deixou a desejar, tivemos que pedir 3x um determinado prato.
Rodizio sempre servindo os mesmos pratos.
Nao fomos avisados que possuiam um mesa onde tambem podiamos nos servir, nos demos conta porque a mesa ao lado se serviu do...Mais",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.05932478979229927,0.2621205747127533,0.6785546541213989,0.6785546541213989,Negative,[]
8 de abril de 2023,"O atendente Matheus, fez ótimas recomendações, com muita educação, simpatia, conhecia a descrição de todos os pratos",atendente recomendacao Educacao descricao prato,"O atendente Matheus, fez otimas recomendacoes, com muita educacao, simpatia, conhecia a descricao de todos os pratos",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9074429869651794,0.02458205632865429,0.06797493994235992,0.9074429869651794,Positive,"[('Matheus', 'I-PER')]"
7 de abril de 2023,"Ótimo local, boa comida e bebida gelada! 
Atendido pelo Matheus (2 andar). Excelente atendimento, educado, rápido e prestativo. Recomendo local 👏🏽",local comida andar atendimento,"Otimo local, boa comida e bebida gelada! 
Atendido pelo Matheus (2 andar). Excelente atendimento, educado, rapido e prestativo. Recomendo local ",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9755222797393799,0.017231574282050133,0.007246141321957111,0.9755222797393799,Positive,"[('Matheus', 'I-PER')]"
7 de abril de 2023,"Comida e espaço muito gostoso , lugar tem uma decoração linda! Atendimento bem legal também! Adorei essa experiência",comida espaco lugar decoracao atendimento experiencia,"Comida e espaco muito gostoso , lugar tem uma decoracao linda! Atendimento bem legal tambem! Adorei essa experiencia",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9448009729385376,0.024087687954306602,0.031111421063542366,0.9448009729385376,Positive,[]
6 de abril de 2023,"Comida gostosa, atendimento excelente com direito a canções clássicas ao vivo pelos mariachi. Recomendo demais.",comida atendimento direito cancao,"Comida gostosa, atendimento excelente com direito a cancoes classicas ao vivo pelos mariachi. Recomendo demais.",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9738134145736694,0.013707519508898258,0.012479042634367943,0.9738134145736694,Positive,[]
31 de março de 2023,"Local agradável e comida boa. Equipe de atendimento prestativa e simpática. Recebemos nossos pedidos em um bom tempo e bem saborosos. A apresentação do grupo mexicano é um show a parte, muito divertidos. Vale a pena a experiência.",local comida equipe atendimento pedido tempo apresentacao grupo show pena experiencia,"Local agradavel e comida boa. Equipe de atendimento prestativa e simpatica. Recebemos nossos pedidos em um bom tempo e bem saborosos. A apresentacao do grupo mexicano e um show a parte, muito divertidos. Vale a pena a experiencia.",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9623252153396606,0.02132493257522583,0.016349894925951958,0.9623252153396606,Positive,"[('mexicano', 'I-MISC')]"
20 de fevereiro de 2023,Glória nos atendeu maravilhosamente amamos a experiência. Comida bem servida os sanduíches são bem recheados e dão para duas pessoas tranquilamente,gloria experiencia sanduiche pessoa,Gloria nos atendeu maravilhosamente amamos a experiencia. Comida bem servida os sanduiches sao bem recheados e dao para duas pessoas tranquilamente,1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9315108060836792,0.030890878289937973,0.03759836032986641,0.9315108060836792,Positive,"[('Gloria', 'I-PER')]"
14 de fevereiro de 2023,"Ótimo atendimento digital, rápido e eficiente.
Pratos fartos, deliciosos e preços muito bons.
Vale muito a experiência!",atendimento prato preco experiencia,"Otimo atendimento digital, rapido e eficiente.
Pratos fartos, deliciosos e precos muito bons.
Vale muito a experiencia!",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.9714568853378296,0.013514772988855839,0.015028349123895168,0.9714568853378296,Positive,[]
11 de fevereiro de 2023,"Lugar top demais ! 
Garçom , recepcionistas são os melhores.
Lugar muito organizadooo
E a comidaaaaa é muitooo boa.",lugar garcom lugar comidaaaaa,"Lugar top demais ! 
Garcom , recepcionistas sao os melhores.
Lugar muito organizadooo
E a comidaaaaa e muitooo boa.",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.975159764289856,0.012380549684166908,0.012459742836654186,0.975159764289856,Positive,[]
4 de fevereiro de 2023,"Muito bom, super recomendo pela experiência que faz-te sentir no México, além de arrancar sorrisos e comida muito boa.",super experiencia sorriso comida,"Muito bom, super recomendo pela experiencia que faz-te sentir no Mexico, alem de arrancar sorrisos e comida muito boa.",1,1_comida_atendimento_ambiente_lugar,"['comida', 'atendimento', 'ambiente', 'lugar', 'prato', 'preco', 'mesa', 'pena', 'garcons', 'local']","['ambiente atendimento comida', 'ambiente atendimento comida', 'ambiente comida atendimento comida']",0.975899875164032,0.009407530538737774,0.014692574739456177,0.975899875164032,Positive,"[('Mexico', 'I-LOC')]"
