Date,Review,Review_Topic,Review_Entity,Topics,Names,Representation,Representative_Docs,Positive,Neutral,Negative,Highest Score,Sentiment,Token Predictions Corrected
25 de junho de 2023,Atendimento nota 1000! Primeira vez que viemos aqui e nos sentimos em casa. Clima familiar é ótimo ambiente! Parabéns!!,atendimento vez casa clima parabens,Atendimento nota 1000! Primeira vez que viemos aqui e nos sentimos em casa. Clima familiar e otimo ambiente! Parabens!!,0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.9136428236961365,0.029550325125455856,0.056806884706020355,0.9136428236961365,Positive,[]
19 de junho de 2023,"Excelente atendimento, comida maravilhosa e ambiente lindo e instagramavel! Super recomendo! 😍😍😍😍",atendimento ambiente instagramavel,"Excelente atendimento, comida maravilhosa e ambiente lindo e instagramavel! Super recomendo! ",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.9878635406494141,0.008472713641822338,0.003663867013528943,0.9878635406494141,Positive,[]
18 de junho de 2023,O garçom Mateus nos atendeu super bem e simpático e nós explicou bem o cardápio e foi nos dando as melhoras opções.Com certeza voltaremos,garcom cardapio opcao certeza,O garcom Mateus nos atendeu super bem e simpatico e nos explicou bem o cardapio e foi nos dando as melhoras opcoes.Com certeza voltaremos,0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.8783930540084839,0.04083705320954323,0.08076981455087662,0.8783930540084839,Positive,"[('Mateus', 'I-PER')]"
18 de junho de 2023,"Vim comemorar o meu aniversário e antes de chegar lá já curti o agendamento de reserva no site. Simples, prático e eficiente.

Na recepção foram bem simpáticos, o atendente da nossa mesa nos serviu muito bem a tequila com apresentação e tudo.

Atendimento e comida...Mais",aniversario agendamento site recepcao atendente mesa apresentacao atendimento,"Vim comemorar o meu aniversario e antes de chegar la ja curti o agendamento de reserva no site. Simples, pratico e eficiente.

Na recepcao foram bem simpaticos, o atendente da nossa mesa nos serviu muito bem a tequila com apresentacao e tudo.

Atendimento e comida...Mais",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.8591537475585938,0.07495170831680298,0.06589454412460327,0.8591537475585938,Positive,[]
16 de junho de 2023,"Excelente lugar, linda decoração, comida muito boa e os mariachis são perfeitooos. Lugar super divertido para levar amigos e familiares.",lugar decoracao lugar amigo,"Excelente lugar, linda decoracao, comida muito boa e os mariachis sao perfeitooos. Lugar super divertido para levar amigos e familiares.",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.9845608472824097,0.009843917563557625,0.005595258437097073,0.9845608472824097,Positive,[]
16 de abril de 2023,Maria nos atendeu muitíssimo bem e a quesadilla de ovomaltine estava divina (peçam com queijo vocês não vão se arrepender).,quesadilla,Maria nos atendeu muitissimo bem e a quesadilla de ovomaltine estava divina (pecam com queijo voces nao vao se arrepender).,0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.5864496231079102,0.08243367820978165,0.3311166763305664,0.5864496231079102,Positive,"[('Maria', 'I-PER')]"
31 de março de 2023,"Para quem é  fã do México,  pode vir que não tem erro! Perfeito!!!
Todo atendimento,  ambiente, localização! E o principal: Os Mariachis!!!",mexico erro atendimento localizacao,"Para quem e  fa do Mexico,  pode vir que nao tem erro! Perfeito!!!
Todo atendimento,  ambiente, localizacao! E o principal: Os Mariachis!!!",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.46180880069732666,0.08921005576848984,0.4489811658859253,0.46180880069732666,Positive,"[('Mexico', 'I-LOC'), ('Maria', 'I-MISC')]"
27 de março de 2023,"Falta de organização, + de 1 hora de rodizio e só chegou duas tortinhas e uma costela, lindao esse rodízio",faltar organizacao rodizio tortinha rodizio,"Falta de organizacao, + de 1 hora de rodizio e so chegou duas tortinhas e uma costela, lindao esse rodizio",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.2662891149520874,0.12859205901622772,0.6051188111305237,0.6051188111305237,Negative,[]
13 de fevereiro de 2023,"Maravilhoso, lugar e comida incríveis. Melhor ligar para comemoração de aniversário, Com certeza voltarei mais vezes",lugar comemoracao certeza vez,"Maravilhoso, lugar e comida incriveis. Melhor ligar para comemoracao de aniversario, Com certeza voltarei mais vezes",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.8931757807731628,0.03941216692328453,0.06741198897361755,0.8931757807731628,Positive,[]
12 de fevereiro de 2023,"Uma boa opção de Mexicano na Barra. Ótimo atendimento,comida de qualidade em um rodízio bastante interessante.",opcao atendimento qualidade rodizio,"Uma boa opcao de Mexicano na Barra. Otimo atendimento,comida de qualidade em um rodizio bastante interessante.",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.9531365036964417,0.025531165301799774,0.021332301199436188,0.9531365036964417,Positive,"[('Mexican', 'I-MISC'), ('Barra', 'I-LOC')]"
8 de fevereiro de 2023,"Excelente atendimento, comida maravilhosa, lugar muito lindo e animado, ótimo lugar para fazer aniversário!",atendimento lugar lugar aniversario,"Excelente atendimento, comida maravilhosa, lugar muito lindo e animado, otimo lugar para fazer aniversario!",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.991355836391449,0.00515238381922245,0.003491820767521858,0.991355836391449,Positive,[]
30 de janeiro de 2023,"Ficamos encantados em conhecer pela primeira vez a cozinha  mexicana. Valeu a pena demais conhecer este lugar. Desde os primeiros passos na entrada, o atendimento, o capricho. Tudo perfeito . Voltaremos com certeza .",vez cozinha pena lugar passo entrada atendimento certeza,"Ficamos encantados em conhecer pela primeira vez a cozinha  mexicana. Valeu a pena demais conhecer este lugar. Desde os primeiros passos na entrada, o atendimento, o capricho. Tudo perfeito . Voltaremos com certeza .",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.8331953287124634,0.05265536531805992,0.11414934694766998,0.8331953287124634,Positive,"[('mexicana', 'I-MISC')]"
8 de janeiro de 2023,"Alisson é um ótimo funcionário, nos atendeu muito bem e nos proporcionou uma noite muito agradável!.",funcionario noite,"Alisson e um otimo funcionario, nos atendeu muito bem e nos proporcionou uma noite muito agradavel!.",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.695427656173706,0.04157973453402519,0.26299259066581726,0.695427656173706,Positive,"[('Alisson', 'I-PER')]"
20 de dezembro de 2022,"Sensacional, atendimento ótimo, muito animado 👏🏻👏🏻👏🏻 visito desce 2015, sempre melhorando cada vez mais!",atendimento vez,"Sensacional, atendimento otimo, muito animado  visito desce 2015, sempre melhorando cada vez mais!",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.9556891918182373,0.015211806632578373,0.02909899316728115,0.9556891918182373,Positive,[]
13 de dezembro de 2022,"Experiência muito agradável, atendimento incrível em especial o da atendente Glória, muito educada e atenciosa ❤️❤️❤️❤️",experiencia atendimento,"Experiencia muito agradavel, atendimento incrivel em especial o da atendente Gloria, muito educada e atenciosa ",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.8981769680976868,0.023887841030955315,0.07793513685464859,0.8981769680976868,Positive,"[('Gloria', 'I-PER')]"
26 de novembro de 2022,"Muito bom, atendentes maravilhosas, animados. Uma experiência completa cheia de diversão e ânimo. Amei tudo",atendente experiencia diversao,"Muito bom, atendentes maravilhosas, animados. Uma experiencia completa cheia de diversao e animo. Amei tudo",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.9670299887657166,0.011481628753244877,0.02148839458823204,0.9670299887657166,Positive,[]
19 de novembro de 2022,Ótima experiência.  Excelentes atendentes e comida muito boa!Além de muito divertido! Fomos com amigos comemorar o aniversário de uma amiga e foi ótimo! Claiton e Rodrigo foram muito queridos!,experiencia atendente amigo aniversario amigo,Otima experiencia.  Excelentes atendentes e comida muito boa!Alem de muito divertido! Fomos com amigos comemorar o aniversario de uma amiga e foi otimo! Claiton e Rodrigo foram muito queridos!,0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.983709454536438,0.007373329252004623,0.008917182683944702,0.983709454536438,Positive,"[('Claiton', 'I-PER'), ('Rodrigo', 'I-PER')]"
14 de novembro de 2022,"Foi muito boa muito legal ta de parabens, poxa que lugar legal, muito legal, serio, bem legal, uau!!",parabens lugar,"Foi muito boa muito legal ta de parabens, poxa que lugar legal, muito legal, serio, bem legal, uau!!",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.7925379872322083,0.036299772560596466,0.17116232216358185,0.7925379872322083,Positive,[]
14 de novembro de 2022,"Ótimo atendimento e comida, um ótimo ambiente para comemorar com os amigos e família. Recomendo a todos",atendimento ambiente amigo familia,"Otimo atendimento e comida, um otimo ambiente para comemorar com os amigos e familia. Recomendo a todos",0,0_lugar_atendimento_aniversario_amigo,"['lugar', 'atendimento', 'aniversario', 'amigo', 'ambiente', 'funcionario', 'certeza', 'vez', 'familia', 'casa']","['lugar decoracao atendimento lugar amigo familia', 'atendimento garcons lugar amigo lugar aniversario', 'lugar atendimento aniversario amigo']",0.8646902441978455,0.049284350126981735,0.0860254168510437,0.8646902441978455,Positive,[]
